APPLICATION_ID|REFERENCE_ID|REQUESTED_PRODUCT_TYPE_CODE|REQUESTED_SUBPRODUCT_TYPE_CODE|REQUESTED_PROMO_TYPE_CODE|SOURCE_CHANNEL_TYPE_CODE|EXTERNAL_TRACKING_CODE|SOURCE_IP|ORIGINATION_DTTM|TERMS_ACCEPTANCE_RESPONSE|TERMS_ACCEPTANCE_DTTM|CURRENT_DECISION_ID|CURRENT_QUEUE_TYPE_CODE|CURRENT_DECISION_STATUS_TYPE_CODE|APPLICATION_STATUS_TYPE_CODE|CHECKED_OUT_USER_ID|CHNG_DTTM|INSRT_TS|CHNG_TS|INSRT_USR_ID|CHNG_USR_ID|ACTIVE_FLAG|BEST_GUEST_MATCH_FLAG|TRIPS_090_DAYS|TRIPS_180_DAYS|TRIPS_270_DAYS|TRIPS_360_DAYS|SOURCE_CODE|IP_ADDRESS|FUND_TRANSFER_AUTHORIZE|ELECTRONIC_CONSENT|CARD_AGREEMENT|PRIVACY_POLICY|MESSAGE_VERSION_NUMBER|SOLICITATION_STORE_NUMBER|RINGING_STORE_NUMBER|SOLICITATION_TEAM_MEMBER|RINGING_TEAM_MEMBER|PRIVATE_LABEL_ONLY|CO_BRAND_ONLY|TERMS_VERSION|APR_TYPE|POS_BASKET_SIZE|PRE_APPROVED_ID|PRE_APPROVED_CODE|SOLICITATION_OFFER|PIN_SELECTED|WEB_DATA_1|WEB_DATA_2|WEB_DATA_3|WEB_DATA_4|WEB_DATA_5
29105|TCC-180123023567|1|||2|||2013-07-09 13:32:38.721094|1|2018-01-23 03:56:04.794000|29585|14|3|1||2018-01-23 13:25:51.052455|2013-07-09 13:32:38.721094|2018-01-23 03:56:05.510190|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|2868|2350|10415|27000|0|0|F832315R0812117|1|1|333|12||0|bZAxI6ZrAxbQTAyetktp5KOaGd8PWZn7MbwEfQ0ibbARkf8DJgQO2Bysv6ZqaTaZnwSsYlFRuM8IYYPgkyFQjKMBEnXBJKV9WNXG|bZAxI6ZrAxbQTAyetktp5KOaGd8PWZn7MbwEfQ0ibbARkf8DJgQO2Bysv6ZqaTaZnwSsYlFRuM8IYYPgkyFQjKMBEnXBJKV9WNXG|bZAxI6ZrAxbQTAyetktp5KOaGd8PWZn7MbwEfQ0ibbARkf8DJgQO2Bysv6ZqaTaZnwSsYlFRuM8IYYPgkyFQjKMBEnXBJKV9WNXG|bZAxI6ZrAxbQTAyetktp5KOaGd8PWZn7MbwEfQ0ibbARkf8DJgQO2Bysv6ZqaTaZnwSsYlFRuM8IYYPgkyFQjKMBEnXBJKV9WNXG|bZAxI6ZrAxbQTAyetktp5KOaGd8PWZn7MbwEfQ0ibbARkf8DJgQO2Bysv6ZqaTaZnwSsYlFRuM8IYYPgkyFQjKMBEnXBJKV9WNXG
29104|TCC-180123023566|1|||2|||2013-07-09 13:32:39.679705|1|2018-01-23 03:56:09.936000|29584|14|3|1||2018-01-23 13:25:43.069405|2013-07-09 13:32:39.679705|2018-01-23 03:56:10.590731|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|2|1000|192.1.199.1|0|1|0|1|1|2868|883|8733|14615|0|0|F832315R0812117|1|3|333|12||0|0ei5ggJpySAs08Fj5Luju8kdpQMH6ey0yL6iFTe9VSewKLRjAfQH996yzTVrP0YjID4Lot0b4zoLVWs1LWQSMqlhpcga7P78MBGZ|0ei5ggJpySAs08Fj5Luju8kdpQMH6ey0yL6iFTe9VSewKLRjAfQH996yzTVrP0YjID4Lot0b4zoLVWs1LWQSMqlhpcga7P78MBGZ|0ei5ggJpySAs08Fj5Luju8kdpQMH6ey0yL6iFTe9VSewKLRjAfQH996yzTVrP0YjID4Lot0b4zoLVWs1LWQSMqlhpcga7P78MBGZ|0ei5ggJpySAs08Fj5Luju8kdpQMH6ey0yL6iFTe9VSewKLRjAfQH996yzTVrP0YjID4Lot0b4zoLVWs1LWQSMqlhpcga7P78MBGZ|0ei5ggJpySAs08Fj5Luju8kdpQMH6ey0yL6iFTe9VSewKLRjAfQH996yzTVrP0YjID4Lot0b4zoLVWs1LWQSMqlhpcga7P78MBGZ
29103|TCC-180123023565|1|||2|||2013-07-09 13:32:40.617970|1|2018-01-23 03:56:00.478000|29583|14|3|1||2018-01-23 13:25:35.125625|2013-07-09 13:32:40.617970|2018-01-23 03:56:01.442960|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|2870|1332|4403|22058|0|0|F832315R0812117|1|2|333|12||0|tOY5GdLz7QSes6O4dYW9atJlGpOVGL5S7jAxcAotmtCXVvefWJQgGi52xfhyFsCqprkmFZz5rViw5tCw5Vb75jEtVnUwGow3Vvyg|tOY5GdLz7QSes6O4dYW9atJlGpOVGL5S7jAxcAotmtCXVvefWJQgGi52xfhyFsCqprkmFZz5rViw5tCw5Vb75jEtVnUwGow3Vvyg|tOY5GdLz7QSes6O4dYW9atJlGpOVGL5S7jAxcAotmtCXVvefWJQgGi52xfhyFsCqprkmFZz5rViw5tCw5Vb75jEtVnUwGow3Vvyg|tOY5GdLz7QSes6O4dYW9atJlGpOVGL5S7jAxcAotmtCXVvefWJQgGi52xfhyFsCqprkmFZz5rViw5tCw5Vb75jEtVnUwGow3Vvyg|tOY5GdLz7QSes6O4dYW9atJlGpOVGL5S7jAxcAotmtCXVvefWJQgGi52xfhyFsCqprkmFZz5rViw5tCw5Vb75jEtVnUwGow3Vvyg
29102|TCC-180123023564|1|||2|||2013-07-09 13:32:41.568559|1|2018-01-23 03:56:06.324000|29582|14|3|1||2018-01-23 13:25:27.258569|2013-07-09 13:32:41.568559|2018-01-23 03:56:06.917524|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|2870|1120|19179|20245|0|0|F832315R0812117|1|1|333|12||0|fiFr4XnDmxFEOE4DPviPr62MItHT1bosphI9IdiousnVDSxUTKhxPhbWzWOA0McjIMnrlBgGZyFmndVrdrxwEfNSajOkVzArDbCj|fiFr4XnDmxFEOE4DPviPr62MItHT1bosphI9IdiousnVDSxUTKhxPhbWzWOA0McjIMnrlBgGZyFmndVrdrxwEfNSajOkVzArDbCj|fiFr4XnDmxFEOE4DPviPr62MItHT1bosphI9IdiousnVDSxUTKhxPhbWzWOA0McjIMnrlBgGZyFmndVrdrxwEfNSajOkVzArDbCj|fiFr4XnDmxFEOE4DPviPr62MItHT1bosphI9IdiousnVDSxUTKhxPhbWzWOA0McjIMnrlBgGZyFmndVrdrxwEfNSajOkVzArDbCj|fiFr4XnDmxFEOE4DPviPr62MItHT1bosphI9IdiousnVDSxUTKhxPhbWzWOA0McjIMnrlBgGZyFmndVrdrxwEfNSajOkVzArDbCj
29100|TCC-180123023545|1|||2|||2013-07-09 13:23:38.396430|1|2018-01-23 03:52:51.882000|29580|14|3|1||2018-01-23 13:23:12.506476|2013-07-09 13:23:38.396430|2018-01-23 03:52:52.666433|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|2871|2601|15572|4181|1|0|F832315R0812117|1|1|333|12||0|MHXg7EQS2Dd9TR9qqh22G2izPFZzCNuw6zGQAkNDGPBZpSSP7HAXj0IWZeRmFmVOWxZ8u13UHrvN3g2CaJOaKPjwmrTekQFDqIlj|MHXg7EQS2Dd9TR9qqh22G2izPFZzCNuw6zGQAkNDGPBZpSSP7HAXj0IWZeRmFmVOWxZ8u13UHrvN3g2CaJOaKPjwmrTekQFDqIlj|MHXg7EQS2Dd9TR9qqh22G2izPFZzCNuw6zGQAkNDGPBZpSSP7HAXj0IWZeRmFmVOWxZ8u13UHrvN3g2CaJOaKPjwmrTekQFDqIlj|MHXg7EQS2Dd9TR9qqh22G2izPFZzCNuw6zGQAkNDGPBZpSSP7HAXj0IWZeRmFmVOWxZ8u13UHrvN3g2CaJOaKPjwmrTekQFDqIlj|MHXg7EQS2Dd9TR9qqh22G2izPFZzCNuw6zGQAkNDGPBZpSSP7HAXj0IWZeRmFmVOWxZ8u13UHrvN3g2CaJOaKPjwmrTekQFDqIlj
29099|TCC-180123023529|1|||2|||2013-07-09 13:22:14.491475|1|2018-01-23 03:54:14.016000|29579|14|3|1||2018-01-23 13:21:15.284289|2013-07-09 13:22:14.491475|2018-01-23 03:54:14.737455|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|2871|1425|2315|1693|1|0|F832315R0812117|1|2|333|12||0|cah3IM58tIHNK9A4uAfYM7LJChV0smIZa0Y5AhU2lIIZO1J0k4U1oyhxzDM1s1vVfHPeYPw7KJsNJ4V0ddPyFxW5THrdyf7EAkaC|cah3IM58tIHNK9A4uAfYM7LJChV0smIZa0Y5AhU2lIIZO1J0k4U1oyhxzDM1s1vVfHPeYPw7KJsNJ4V0ddPyFxW5THrdyf7EAkaC|cah3IM58tIHNK9A4uAfYM7LJChV0smIZa0Y5AhU2lIIZO1J0k4U1oyhxzDM1s1vVfHPeYPw7KJsNJ4V0ddPyFxW5THrdyf7EAkaC|cah3IM58tIHNK9A4uAfYM7LJChV0smIZa0Y5AhU2lIIZO1J0k4U1oyhxzDM1s1vVfHPeYPw7KJsNJ4V0ddPyFxW5THrdyf7EAkaC|cah3IM58tIHNK9A4uAfYM7LJChV0smIZa0Y5AhU2lIIZO1J0k4U1oyhxzDM1s1vVfHPeYPw7KJsNJ4V0ddPyFxW5THrdyf7EAkaC
29098|TCC-180123023528|1|||2|||2013-07-09 13:22:16.882035|1|2018-01-23 03:54:17.540000|29578|14|3|1||2018-01-23 13:21:07.622640|2013-07-09 13:22:16.882035|2018-01-23 03:54:18.327547|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|12|1000|192.1.199.1|1|1|0|1|1|3200|737|24667|19169|1|0|F832315R0812117|1|2|333|12||0|q6kbIpzBuydlDqsOOdeS5lk07uDXhF7i1uduxKUfdCWZGMXK2xsK7S5TqxdjiKRNtP4dilVt2FpmJaOhO8ga7dKSmp9aU2e9AIua|q6kbIpzBuydlDqsOOdeS5lk07uDXhF7i1uduxKUfdCWZGMXK2xsK7S5TqxdjiKRNtP4dilVt2FpmJaOhO8ga7dKSmp9aU2e9AIua|q6kbIpzBuydlDqsOOdeS5lk07uDXhF7i1uduxKUfdCWZGMXK2xsK7S5TqxdjiKRNtP4dilVt2FpmJaOhO8ga7dKSmp9aU2e9AIua|q6kbIpzBuydlDqsOOdeS5lk07uDXhF7i1uduxKUfdCWZGMXK2xsK7S5TqxdjiKRNtP4dilVt2FpmJaOhO8ga7dKSmp9aU2e9AIua|q6kbIpzBuydlDqsOOdeS5lk07uDXhF7i1uduxKUfdCWZGMXK2xsK7S5TqxdjiKRNtP4dilVt2FpmJaOhO8ga7dKSmp9aU2e9AIua
29097|TCC-180123023527|1|||2|||2013-07-09 13:22:17.827655|1|2018-01-23 03:54:15.822000|29577|14|3|1||2018-01-23 13:20:59.838533|2013-07-09 13:22:17.827655|2018-01-23 03:54:16.613537|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3201|332|12306|21805|1|0|F832315R0812117|1|2|333|12||0|N8fXcxc1TRSL7rtTgFWsOq5KCtF9HlqSstIw8bhBoNEDujZoyRNL2aswNJo07fsk3OlsDoFO80yNslyuzR8VUkR81SiHfnk4oQaC|N8fXcxc1TRSL7rtTgFWsOq5KCtF9HlqSstIw8bhBoNEDujZoyRNL2aswNJo07fsk3OlsDoFO80yNslyuzR8VUkR81SiHfnk4oQaC|N8fXcxc1TRSL7rtTgFWsOq5KCtF9HlqSstIw8bhBoNEDujZoyRNL2aswNJo07fsk3OlsDoFO80yNslyuzR8VUkR81SiHfnk4oQaC|N8fXcxc1TRSL7rtTgFWsOq5KCtF9HlqSstIw8bhBoNEDujZoyRNL2aswNJo07fsk3OlsDoFO80yNslyuzR8VUkR81SiHfnk4oQaC|N8fXcxc1TRSL7rtTgFWsOq5KCtF9HlqSstIw8bhBoNEDujZoyRNL2aswNJo07fsk3OlsDoFO80yNslyuzR8VUkR81SiHfnk4oQaC
29096|TCC-180123023526|1|||2|||2013-07-09 13:22:18.778649|1|2018-01-23 03:54:19.363000|29576|14|3|1||2018-01-23 13:20:51.812560|2013-07-09 13:22:18.778649|2018-01-23 03:54:20.114814|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3202|330|4417|21162|1|0|F832315R0812117|1|2|333|12||0|NPKejPKwM6bHhnsNZhGmPh3DEvWAkxjIyerH3O5Ld71CMJqtCMIug7I37l24Xa6fdDPM22sL6nx4rKsSXYARQ924TOi6Ipc6HaJi|NPKejPKwM6bHhnsNZhGmPh3DEvWAkxjIyerH3O5Ld71CMJqtCMIug7I37l24Xa6fdDPM22sL6nx4rKsSXYARQ924TOi6Ipc6HaJi|NPKejPKwM6bHhnsNZhGmPh3DEvWAkxjIyerH3O5Ld71CMJqtCMIug7I37l24Xa6fdDPM22sL6nx4rKsSXYARQ924TOi6Ipc6HaJi|NPKejPKwM6bHhnsNZhGmPh3DEvWAkxjIyerH3O5Ld71CMJqtCMIug7I37l24Xa6fdDPM22sL6nx4rKsSXYARQ924TOi6Ipc6HaJi|NPKejPKwM6bHhnsNZhGmPh3DEvWAkxjIyerH3O5Ld71CMJqtCMIug7I37l24Xa6fdDPM22sL6nx4rKsSXYARQ924TOi6Ipc6HaJi
29095|TCC-180123023525|1|||2|||2013-07-09 13:22:19.839655|1|2018-01-23 03:54:21.202000|29575|14|3|1||2018-01-23 13:20:43.873262|2013-07-09 13:22:19.839655|2018-01-23 03:54:21.945887|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3203|2831|27362|7289|1|0|F832315R0812117|1|3|333|12||0|Rkauf2B6G9Hkx99LL13VADJjG03E3PBNcEFpiYbGAqsJVJXPjP4H9O5BG4Rq0U0iXWSLPiwH8QXf8QwD8GOPwvVftocsksPqoBZk|Rkauf2B6G9Hkx99LL13VADJjG03E3PBNcEFpiYbGAqsJVJXPjP4H9O5BG4Rq0U0iXWSLPiwH8QXf8QwD8GOPwvVftocsksPqoBZk|Rkauf2B6G9Hkx99LL13VADJjG03E3PBNcEFpiYbGAqsJVJXPjP4H9O5BG4Rq0U0iXWSLPiwH8QXf8QwD8GOPwvVftocsksPqoBZk|Rkauf2B6G9Hkx99LL13VADJjG03E3PBNcEFpiYbGAqsJVJXPjP4H9O5BG4Rq0U0iXWSLPiwH8QXf8QwD8GOPwvVftocsksPqoBZk|Rkauf2B6G9Hkx99LL13VADJjG03E3PBNcEFpiYbGAqsJVJXPjP4H9O5BG4Rq0U0iXWSLPiwH8QXf8QwD8GOPwvVftocsksPqoBZk
29094|TCC-180123023524|1|||2|||2013-07-09 13:22:22.169523|1|2018-01-23 03:54:22.943000|29574|14|3|1||2018-01-23 13:20:36.110688|2013-07-09 13:22:22.169523|2018-01-23 03:54:23.597821|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3204|2420|2785|10131|0|0|F832315R0812117|1|2|333|12||0|red52FIFOiATtt9PPzgAvWPJIiqhSM65piGkTbhtPppFdjp9xCmzY4WeoFabbQl6I0kh2g9Y0Ms7U4Gv9KafhL4V7Kn1eCfB4slT|red52FIFOiATtt9PPzgAvWPJIiqhSM65piGkTbhtPppFdjp9xCmzY4WeoFabbQl6I0kh2g9Y0Ms7U4Gv9KafhL4V7Kn1eCfB4slT|red52FIFOiATtt9PPzgAvWPJIiqhSM65piGkTbhtPppFdjp9xCmzY4WeoFabbQl6I0kh2g9Y0Ms7U4Gv9KafhL4V7Kn1eCfB4slT|red52FIFOiATtt9PPzgAvWPJIiqhSM65piGkTbhtPppFdjp9xCmzY4WeoFabbQl6I0kh2g9Y0Ms7U4Gv9KafhL4V7Kn1eCfB4slT|red52FIFOiATtt9PPzgAvWPJIiqhSM65piGkTbhtPppFdjp9xCmzY4WeoFabbQl6I0kh2g9Y0Ms7U4Gv9KafhL4V7Kn1eCfB4slT
29093|TCC-180123023523|1|||2|||2013-07-09 13:22:23.158567|1|2018-01-23 03:54:24.461000|29573|14|3|1||2018-01-23 13:20:28.156524|2013-07-09 13:22:23.158567|2018-01-23 03:54:25.215407|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3254|698|11873|6901|0|0|F832315R0812117|1|2|333|12||0|LpK1Lk4PXZY32oqlsUMYwOUJmNIKFdYrU9vmaDjUMypBhahsgIIzSaWzSSjCrj8qTIDS5L2vaZLyofmjIqruRcNEu4d8lZvbLJxw|LpK1Lk4PXZY32oqlsUMYwOUJmNIKFdYrU9vmaDjUMypBhahsgIIzSaWzSSjCrj8qTIDS5L2vaZLyofmjIqruRcNEu4d8lZvbLJxw|LpK1Lk4PXZY32oqlsUMYwOUJmNIKFdYrU9vmaDjUMypBhahsgIIzSaWzSSjCrj8qTIDS5L2vaZLyofmjIqruRcNEu4d8lZvbLJxw|LpK1Lk4PXZY32oqlsUMYwOUJmNIKFdYrU9vmaDjUMypBhahsgIIzSaWzSSjCrj8qTIDS5L2vaZLyofmjIqruRcNEu4d8lZvbLJxw|LpK1Lk4PXZY32oqlsUMYwOUJmNIKFdYrU9vmaDjUMypBhahsgIIzSaWzSSjCrj8qTIDS5L2vaZLyofmjIqruRcNEu4d8lZvbLJxw
29092|TCC-180123023521|1|||2|||2013-07-09 13:22:24.129789|1|2018-01-23 03:52:05.961000|29572|14|3|1||2018-01-23 13:20:12.447404|2013-07-09 13:22:24.129789|2018-01-23 03:52:09.366219|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3255|296|15182|28677|1|0|F832315R0812117|1|2|333|12||0|qT8wLRcsWiLSc3muS40vDbmrTySVmAxlUc6UY62WKYQxvudngjGZ4VvldBuPsNseZ8PFWgcHxIuWEYs02GQyKC2aZbuhsNalAKDV|qT8wLRcsWiLSc3muS40vDbmrTySVmAxlUc6UY62WKYQxvudngjGZ4VvldBuPsNseZ8PFWgcHxIuWEYs02GQyKC2aZbuhsNalAKDV|qT8wLRcsWiLSc3muS40vDbmrTySVmAxlUc6UY62WKYQxvudngjGZ4VvldBuPsNseZ8PFWgcHxIuWEYs02GQyKC2aZbuhsNalAKDV|qT8wLRcsWiLSc3muS40vDbmrTySVmAxlUc6UY62WKYQxvudngjGZ4VvldBuPsNseZ8PFWgcHxIuWEYs02GQyKC2aZbuhsNalAKDV|qT8wLRcsWiLSc3muS40vDbmrTySVmAxlUc6UY62WKYQxvudngjGZ4VvldBuPsNseZ8PFWgcHxIuWEYs02GQyKC2aZbuhsNalAKDV
29091|TCC-180123023520|1|||2|||2013-07-09 13:22:25.093206|1|2018-01-23 03:52:11.074000|29571|14|3|1||2018-01-23 13:20:04.590277|2013-07-09 13:22:25.093206|2018-01-23 03:52:11.930867|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3255|268|19196|20952|0|0|F832315R0812117|1|1|333|12||0|dYq0qF44uK3uAlQoQ4hEz8uoEWQIBK633H8uyKpdKD9fp9BnPuoLR5sfUc2lrIN1rmdPaQ4nW6K1u03VoDuGkQgLoNaGBrWVo6Fp|dYq0qF44uK3uAlQoQ4hEz8uoEWQIBK633H8uyKpdKD9fp9BnPuoLR5sfUc2lrIN1rmdPaQ4nW6K1u03VoDuGkQgLoNaGBrWVo6Fp|dYq0qF44uK3uAlQoQ4hEz8uoEWQIBK633H8uyKpdKD9fp9BnPuoLR5sfUc2lrIN1rmdPaQ4nW6K1u03VoDuGkQgLoNaGBrWVo6Fp|dYq0qF44uK3uAlQoQ4hEz8uoEWQIBK633H8uyKpdKD9fp9BnPuoLR5sfUc2lrIN1rmdPaQ4nW6K1u03VoDuGkQgLoNaGBrWVo6Fp|dYq0qF44uK3uAlQoQ4hEz8uoEWQIBK633H8uyKpdKD9fp9BnPuoLR5sfUc2lrIN1rmdPaQ4nW6K1u03VoDuGkQgLoNaGBrWVo6Fp
29090|TCC-180123023539|1|||2|||2013-07-09 13:23:44.229331|1|2018-01-23 03:52:40.797000|29570|14|3|1||2018-01-23 13:22:25.524548|2013-07-09 13:23:44.229331|2018-01-23 03:52:42.355977|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|2|1000|192.1.199.1|1|1|0|1|1|3258|2463|7986|28048|0|0|F832315R0812117|1|1|333|12||0|OAN3YUE4fqa0ZvIcyYY6FanANUgtYOTmjNeubrEhxK1zUrsX2js7oUNQDj3I6pT3TA6P68rJo4mtrSI4dA7YV0kffuYcbABrs8SS|OAN3YUE4fqa0ZvIcyYY6FanANUgtYOTmjNeubrEhxK1zUrsX2js7oUNQDj3I6pT3TA6P68rJo4mtrSI4dA7YV0kffuYcbABrs8SS|OAN3YUE4fqa0ZvIcyYY6FanANUgtYOTmjNeubrEhxK1zUrsX2js7oUNQDj3I6pT3TA6P68rJo4mtrSI4dA7YV0kffuYcbABrs8SS|OAN3YUE4fqa0ZvIcyYY6FanANUgtYOTmjNeubrEhxK1zUrsX2js7oUNQDj3I6pT3TA6P68rJo4mtrSI4dA7YV0kffuYcbABrs8SS|OAN3YUE4fqa0ZvIcyYY6FanANUgtYOTmjNeubrEhxK1zUrsX2js7oUNQDj3I6pT3TA6P68rJo4mtrSI4dA7YV0kffuYcbABrs8SS
29089|TCC-180123023538|1|||2|||2013-07-09 13:23:45.226402|1|2018-01-23 03:52:43.642000|29569|14|3|1||2018-01-23 13:22:18.236027|2013-07-09 13:23:45.226402|2018-01-23 03:52:44.343282|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|3258|301|30523|11972|0|0|F832315R0812117|1|1|333|12||0|zfUSzSxP2hdzaGwkw7j8kygj84VZNAljwDvhFujlct8O1JY3tAaweOTJBUJlHoZvASs0IZ1m4K1JvEGVyKkF08EBRsHK19pOI5yX|zfUSzSxP2hdzaGwkw7j8kygj84VZNAljwDvhFujlct8O1JY3tAaweOTJBUJlHoZvASs0IZ1m4K1JvEGVyKkF08EBRsHK19pOI5yX|zfUSzSxP2hdzaGwkw7j8kygj84VZNAljwDvhFujlct8O1JY3tAaweOTJBUJlHoZvASs0IZ1m4K1JvEGVyKkF08EBRsHK19pOI5yX|zfUSzSxP2hdzaGwkw7j8kygj84VZNAljwDvhFujlct8O1JY3tAaweOTJBUJlHoZvASs0IZ1m4K1JvEGVyKkF08EBRsHK19pOI5yX|zfUSzSxP2hdzaGwkw7j8kygj84VZNAljwDvhFujlct8O1JY3tAaweOTJBUJlHoZvASs0IZ1m4K1JvEGVyKkF08EBRsHK19pOI5yX
29088|TCC-180123023537|1|||2|||2013-07-09 13:23:46.184193|1|2018-01-23 03:52:49.915000|29568|14|3|1||2018-01-23 13:22:10.063306|2013-07-09 13:23:46.184193|2018-01-23 03:52:50.633303|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|1|1|0|1|1|3259|914|13491|15080|0|0|F832315R0812117|1|3|333|12|555|0|aNFniL8lrLMFsApGAWd3Xh4lyykHEfYJVtNVH7n3NDfm6jixFjBjnmb6FKVaJM27Rl8APpsDDpslFgV94v9CQSMvdL4p1kNClPsj|aNFniL8lrLMFsApGAWd3Xh4lyykHEfYJVtNVH7n3NDfm6jixFjBjnmb6FKVaJM27Rl8APpsDDpslFgV94v9CQSMvdL4p1kNClPsj|aNFniL8lrLMFsApGAWd3Xh4lyykHEfYJVtNVH7n3NDfm6jixFjBjnmb6FKVaJM27Rl8APpsDDpslFgV94v9CQSMvdL4p1kNClPsj|aNFniL8lrLMFsApGAWd3Xh4lyykHEfYJVtNVH7n3NDfm6jixFjBjnmb6FKVaJM27Rl8APpsDDpslFgV94v9CQSMvdL4p1kNClPsj|aNFniL8lrLMFsApGAWd3Xh4lyykHEfYJVtNVH7n3NDfm6jixFjBjnmb6FKVaJM27Rl8APpsDDpslFgV94v9CQSMvdL4p1kNClPsj
29087|TCC-180123023536|1|||2|||2013-07-09 13:22:04.320353|1|2018-01-23 03:54:03.399000|29567|14|3|1||2018-01-23 13:22:02.303090|2013-07-09 13:22:04.320353|2018-01-23 03:54:04.020979|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|3259|615|13534|20162|0|0|F832315R0812117|1|0|333|12|555|0|aZ9o4jgpn9nCfdgUZAAEbuNvhDwprfFgFnWd3JTeEsMhuhWIsTBTvMZWKxrM9umjjdgzc3D5kXQ6vRPcBGJwhrW4kyLxztQWGIvC|aZ9o4jgpn9nCfdgUZAAEbuNvhDwprfFgFnWd3JTeEsMhuhWIsTBTvMZWKxrM9umjjdgzc3D5kXQ6vRPcBGJwhrW4kyLxztQWGIvC|aZ9o4jgpn9nCfdgUZAAEbuNvhDwprfFgFnWd3JTeEsMhuhWIsTBTvMZWKxrM9umjjdgzc3D5kXQ6vRPcBGJwhrW4kyLxztQWGIvC|aZ9o4jgpn9nCfdgUZAAEbuNvhDwprfFgFnWd3JTeEsMhuhWIsTBTvMZWKxrM9umjjdgzc3D5kXQ6vRPcBGJwhrW4kyLxztQWGIvC|aZ9o4jgpn9nCfdgUZAAEbuNvhDwprfFgFnWd3JTeEsMhuhWIsTBTvMZWKxrM9umjjdgzc3D5kXQ6vRPcBGJwhrW4kyLxztQWGIvC
